UPC 13 digit,Geography,Time,Product_x,Unit Sales,Volume Sales,Dollar Sales,Total Ounces,Price per Unit,Package,Cooked Info,Price per Volume,Unit Sales Any Merch,Unit Sales Price Reductions Only,Unit Sales Feature Only,Unit Sales Display Only,Dollar Sales Any Merch,Dollar Sales Feature Only,Dollar Sales Display Only,Incremental Units,Incremental Volume,Incremental Dollars,ACV Weighted Distribution,Flavor / Scent,Form,Brand Name
84702905,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE PATTY 10 OZ - 84702905,15.58579671382904,9.74112294614315,54.39443053126335,10.0,3.4900000000000007,BOX,COOK THOROUGHLY,5.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007754645502270634,REGULAR,PATTY,PRIVATE LABEL
92272048,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN BREAKFAST SAUSAGE MEAT SUBSTITUTE PATTY 8 OZ - 92272048,255.0,127.5,1017.45,8.0,3.9900000000000007,BOX,VALUE NOT AVAILABLE,7.980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23713092391637208,BREAKFAST SAUSAGE,PATTY,PRIVATE LABEL
100582956,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN SMOKY & SPICY MEAT SUBSTITUTE PATTY 10 OZ - 100582956,102.0,63.75,406.46,10.0,3.915714285714286,BOX,HEAT THOROUGHLY,6.265142857142857,1.0,1.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.2433266227154848,SMOKY & SPICY,PATTY,PRIVATE LABEL
102149382,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER 10 OZ - 102149382,308.0,192.5,1222.82,10.0,3.6572727272727277,BOX,HEAT THOROUGHLY,5.851636363636363,3.0,3.0,0.0,0.0,8.31,0.0,0.0,0.0,0.0,0.0,0.2568111275257456,REGULAR,BURGER,PRIVATE LABEL
129446174,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE CRUMBLE 10 OZ - 129446174,13462.277217149734,8413.923260718584,44450.76598111391,10.0,3.300410138351918,RESEALABLE PLASTIC BAG,HEAT AND SERVE,5.280656221363069,209.43595159053802,209.43595159053802,0.0,0.0,653.4499795544148,0.0,0.0,8.341901292518614,5.213688231890643,2.654715551109475,0.18685303159967762,REGULAR,CRUMBLE,PRIVATE LABEL
129446176,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER 10 OZ - 129446176,17.5256689786911,10.953543111681938,87.4530882036686,10.0,4.99,BOX,COOK THOROUGHLY,7.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051673872691246365,REGULAR,BURGER,PRIVATE LABEL
135527542,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER PATTY 8 OZ - 135527542,1079.9227163791656,539.9613581895828,6328.630837575197,8.0,5.843071426282601,PLASTIC CONTAINER IN SLEEVE,READY TO GRILL,11.686142852565203,204.05308723449707,59.267415165901184,144.7856720685959,0.0,1099.6889435446262,853.1454631721973,0.0,50.867375073526084,25.433687306212363,206.7742655306484,0.4161415868322362,REGULAR,BURGER PATTY,PRIVATE LABEL
136979902,California,Week Ending 01-12-20,PRIVATE LABEL REFRIGERATED HOT DOGS MEAT SUBSTITUTE LINK 13.5 OZ - 136979902,46997.12310028076,39656.17247201691,154345.02001043796,13.5,3.2786038241515296,VACUUM PACKED,VALUE NOT AVAILABLE,3.88552242729501,255.10353887081146,255.10353887081146,0.0,0.0,565.4076245677471,0.0,0.0,113.11284787581491,95.44462144934064,102.4506792080631,0.5284210061330548,HOT DOG,LINK,PRIVATE LABEL
155677894,California,Week Ending 01-12-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE LINK 12 OZ - 155677894,15847.722758054733,11885.79206854105,52089.79655559778,12.0,3.2782575311893822,VACUUM PACKED,VALUE NOT AVAILABLE,4.371010041585842,43.16195464134216,43.16195464134216,0.0,0.0,90.41902149915695,0.0,0.0,27.91278625195082,20.934589506528205,40.23729433790504,0.3882781338470624,REGULAR,LINK,PRIVATE LABEL
192686309,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN LIGHTLY SEASONED MEAT SUBSTITUTE CRUMBLE 10 OZ - 192686309,39679.68105041981,24799.80065651238,177085.41254769327,10.0,4.519009464232974,PLASTIC BAG,VALUE NOT AVAILABLE,7.23041514277276,17815.01511347294,9916.480830907822,3594.2980196475983,3429.6768497228622,65605.8931410253,10057.918060652017,17120.570911997558,7954.805447600682,4971.753403613651,18248.742673889254,4.214867222178328,LIGHTLY SEASONED,CRUMBLE,PRIVATE LABEL
192686604,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BREAKFAST PATTY 8 OZ - 192686604,56191.23059666157,28095.615298330784,242191.2100696695,8.0,4.266324838501809,BOX,VALUE NOT AVAILABLE,8.532649677003619,22614.562452435493,13045.189347743988,3950.9606503248215,4562.35321700573,81588.74912978172,11948.184738374948,22432.428434357644,11169.929097421866,5584.964546364495,27819.868903520553,5.087117185210254,REGULAR,BREAKFAST PATTY,PRIVATE LABEL
196278087,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE MEATBALL 12 OZ - 196278087,258.0,193.5,1025.3,12.0,3.7689583333333334,PLASTIC BAG,VALUE NOT AVAILABLE,5.025277777777778,1.0,1.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.2018356341162311,REGULAR,MEATBALL,PRIVATE LABEL
203108099,California,Week Ending 10-09-22,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BALL 10.5 OZ - 203108099,9424.510123610497,6185.305994125571,33744.21101070404,10.5,3.473689636614273,RESEALABLE PLASTIC BAG,NEEDS TO BE FULLY COOKED,5.292838087177012,3513.9684829711914,3328.9684829711914,185.0,0.0,10280.6228941226,736.84,0.0,1623.7800171483384,1065.686826809691,3378.5453119167146,1.5623727674346657,REGULAR,BALL,PRIVATE LABEL
230158504,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN POBLANO BLACK BEAN MEAT SUBSTITUTE BURGER 8 OZ - 230158504,298.0,149.0,1460.21,8.0,4.845058669400775,BOX,VALUE NOT AVAILABLE,9.69011733880155,17.0,17.0,0.0,0.0,58.09,0.0,0.0,1.9800000190734863,0.9900000095367432,-2.2716992187500002,0.16839062679041472,POBLANO BLACK BEAN,BURGER,PRIVATE LABEL
231857698,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER PATTY 8 OZ - 231857698,33862.932376265526,16931.466188132763,155022.08871014474,8.0,4.5003774811158515,BOX,VALUE NOT AVAILABLE,9.000754962231703,13772.3147200346,9925.03406059742,1618.626678109169,1670.6569068431854,51526.502535396816,6145.32900550127,8700.79484527707,6304.593138565246,3152.2965734672844,15373.807977368304,6.107092638618746,REGULAR,BURGER PATTY,PRIVATE LABEL
262312500,California,Week Ending 01-12-20,PRIVATE LABEL REFRIGERATED CHORIZO MEAT SUBSTITUTE LINK 12.9 OZ - 262312500,160808.57281792164,129659.95226309022,643114.8562607884,12.9,4.05605437890772,VACUUM PACKED,VALUE NOT AVAILABLE,5.030453155038719,27775.856597065926,26002.91144502163,1772.9451520442963,0.0,98760.9006213522,7021.533393274545,0.0,8455.04819864978,6817.305363507779,24586.7319688299,7.396560745966867,CHORIZO,LINK,PRIVATE LABEL
291016169,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN GRILLED MEAT SUBSTITUTE BURGER PATTY 10 OZ - 291016169,69031.74794518948,43144.84246574342,211131.75828578114,10.0,3.0857592332387083,BOX,VALUE NOT AVAILABLE,4.937214773181934,578.6494327783585,0.0,578.6494327783585,0.0,1803.5731734502315,1803.5731734502315,0.0,162.38118019138966,101.48823785014166,505.48074163875015,0.5744373336545107,GRILLED,BURGER PATTY,PRIVATE LABEL
296775756,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN CHEDDAR MEAT SUBSTITUTE BURGER 10 OZ - 296775756,63270.195470929146,39543.872169330716,193616.15468501448,10.0,3.085844419949187,BOX,VALUE NOT AVAILABLE,4.937351071918698,130.27917623519897,0.0,130.27917623519897,0.0,454.6743250608444,454.6743250608444,0.0,26.547639147729612,16.592274467458488,92.6512587133138,0.5761904279418488,CHEDDAR,BURGER,PRIVATE LABEL
298740985,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN BREAKFAST SAUSAGE MEAT SUBSTITUTE LINK 8.5 OZ - 298740985,40646.39832508564,21595.431430118,148660.34866995693,8.5,3.6685729830279383,BOX,VALUE NOT AVAILABLE,6.904899271650551,378.5050040483475,62.11836397647858,0.0,316.3866400718689,1348.7640057837964,0.0,1186.4499002695084,101.91740283408522,54.148716303892755,346.57478721636267,0.3974362629936756,BREAKFAST SAUSAGE,LINK,PRIVATE LABEL
301641651,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN HERBS & SPICES MEAT SUBSTITUTE BREAKFAST PATTY 8 OZ - 301641651,40362.261160850525,20181.130580425262,147550.57535981655,8.0,3.6661348431001346,BOX,COOK THOROUGHLY,7.332269686200269,281.0976220369339,40.400039315223694,0.0,240.6975827217102,1010.4425490677356,0.0,902.6159352064133,76.30452337610673,38.152261688053365,261.9182312338878,0.3773166262590634,HERB & SPICE,BREAKFAST PATTY,PRIVATE LABEL
308377473,California,Week Ending 01-26-20,PRIVATE LABEL FROZEN MUSHROOM RISOTTO MEAT SUBSTITUTE BURGER 10 OZ - 308377473,5450.369861960411,3406.481163725257,20986.5070886302,10.0,3.814886094195572,BOX,COOK THOROUGHLY,6.103817750712915,35.992942452430725,35.992942452430725,0.0,0.0,108.79238175153732,0.0,0.0,9.14599677772452,5.716247910136589,-0.9847759562488507,0.13880055049146636,MUSHROOM RISOTTO,BURGER,PRIVATE LABEL
319235051,California,Week Ending 01-26-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE SPLIT ROPE 12 OZ - 319235051,280279.4494740963,210209.58710557222,404698.6450113535,12.0,1.442658945775048,VACUUM PACKED,VALUE NOT AVAILABLE,1.9235452610333974,12774.8255995512,12774.8255995512,0.0,0.0,16107.20229673028,0.0,0.0,1728.3095615974473,1296.232171929991,687.322326367664,0.6111803079816706,REGULAR,SPLIT ROPE,PRIVATE LABEL
319235243,California,Week Ending 02-16-20,PRIVATE LABEL FROZEN ZESTY ITALIAN MEAT SUBSTITUTE MEATBALL 16 OZ - 319235243,50459.46811521053,50459.46811521053,196297.91104596973,16.0,3.9010783769082917,RESEALABLE PLASTIC BAG,HEAT AND SERVE,3.9010783769082917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5432589193868178,ZESTY ITALIAN,MEATBALL,PRIVATE LABEL
320376498,California,Week Ending 02-09-20,PRIVATE LABEL FROZEN CLASSIC MEAT SUBSTITUTE MEATBALL 16 OZ - 320376498,50485.07177519798,50485.07177519798,196388.65295708895,16.0,3.9054545454545457,RESEALABLE PLASTIC BAG,HEAT AND SERVE,3.9054545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459852922501667,CLASSIC,MEATBALL,PRIVATE LABEL
322637767,California,Week Ending 04-26-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 16 OZ - 322637767,34914.76145196892,34914.76145196892,222651.9637455225,16.0,6.465882432984146,PLASTIC WRAP TRAY,NEEDS TO BE FULLY COOKED,6.465882432984146,15275.531742334366,14679.507826328278,357.0,239.02391600608826,84237.75007634044,2598.26,1594.197172882557,5973.84780021546,5973.8478063877565,20535.468375809218,2.1223910074658017,REGULAR,GROUND,PRIVATE LABEL
322637841,California,Week Ending 04-26-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE PATTY 8 OZ - 322637841,16821.432417988777,8410.716208994389,73243.37132851004,8.0,4.431711050917625,BOX,NEEDS TO BE FULLY COOKED,8.86342210183525,6872.421219468117,6723.416286706924,86.0,55.00493276119232,24557.21668156147,404.28,249.2368743181229,3345.796640137509,1672.8983192377086,8137.35382004549,0.9826190303936158,REGULAR,PATTY,PRIVATE LABEL
325817517,California,Week Ending 07-12-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE BURGER 8.8 OZ - 325817517,7209.862153530121,3965.424184441567,43118.73014044762,8.8,5.981091420478431,BOX,VALUE NOT AVAILABLE,10.874711673597146,570.6961154937744,95.79244577884674,208.53509283065796,266.3685768842697,3383.465593099594,1247.455249490738,1594.7127867043018,175.95880237666793,96.77734067833262,1003.9540614759795,1.1053750494753054,REGULAR,BURGER,PRIVATE LABEL
325817578,California,Week Ending 07-12-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 16 OZ - 325817578,8955.83483350277,8955.83483350277,68745.98907805562,16.0,7.854009067884807,PLASTIC BAG,VALUE NOT AVAILABLE,7.854009067884807,696.4899275302887,120.72256350517273,198.0654776096344,374.916645526886,5438.130205538273,1579.1992125868799,2954.4628257608415,172.97773253576418,172.97773201847636,1317.7106352059225,1.4618195970476868,REGULAR,GROUND,PRIVATE LABEL
329301209,California,Week Ending 03-22-20,PRIVATE LABEL FROZEN QUINOA CRUNCH MEAT SUBSTITUTE BURGER 12 OZ - 329301209,37519.16446888447,28139.37335166335,139781.57837024092,12.0,3.7717042588875556,BOX,COOK THOROUGHLY,5.028939011850075,1065.6808856725693,1065.6808856725693,0.0,0.0,3736.8912136638164,0.0,0.0,398.32147216160257,298.7411051726765,968.7068739524793,0.48727329471111097,QUINOA CRUNCH,BURGER,PRIVATE LABEL
330403026,California,Week Ending 03-22-20,PRIVATE LABEL FROZEN KALE MEAT SUBSTITUTE BURGER 10 OZ - 330403026,37205.24440276623,23253.277751728892,138716.80268609166,10.0,3.7718897282813595,BOX,COOK THOROUGHLY,6.035023565250176,1168.2086555957794,1069.7067079544067,98.50194764137268,0.0,4108.8399976801875,343.7717972683906,0.0,468.085263395829,292.55328985582247,1217.1654974122607,0.5043068616460773,KALE,BURGER,PRIVATE LABEL
332781571,California,Week Ending 04-05-20,PRIVATE LABEL FROZEN THAI MEAT SUBSTITUTE BURGER 10 OZ - 332781571,11185.618302464485,6991.011439040303,40275.47073507667,10.0,3.650976678209886,BOX,COOK THOROUGHLY,5.841562685135818,21.600784182548523,21.600784182548523,0.0,0.0,26.115678750276565,0.0,0.0,10.80008880447626,6.750055502797663,-12.659740276172888,0.2664192660345989,THAI,BURGER,PRIVATE LABEL
335154190,California,Week Ending 04-05-20,PRIVATE LABEL FROZEN ASIAN MEAT SUBSTITUTE BURGER 10 OZ - 335154190,15577.685112833977,9736.053195521235,56080.69290044427,10.0,3.662716158891705,BOX,COOK THOROUGHLY,5.860345854226729,31.887025356292725,31.887025356292725,0.0,0.0,34.24219797134399,0.0,0.0,28.903858485239994,18.064911285146547,23.52378425894367,0.27648167373693555,ASIAN,BURGER,PRIVATE LABEL
339491133,California,Week Ending 03-28-21,PRIVATE LABEL FROZEN SOUTHWESTERN MEAT SUBSTITUTE BURGER PATTY 10 OZ - 339491133,24070.19890499115,15043.874315619469,86966.66894410968,10.0,3.691443485826673,BOX,COOK THOROUGHLY,5.906309577322678,3290.5910593271255,2792.5762137174606,498.0148456096649,0.0,11451.355465655326,1635.4131852114201,0.0,1054.7546269916088,659.2216440975304,3070.193784548253,3.2450172455653177,SOUTHWESTERN,BURGER PATTY,PRIVATE LABEL
343783816,California,Week Ending 03-28-21,PRIVATE LABEL FROZEN CALIFORNIA VEGGIE MEAT SUBSTITUTE BURGER PATTY 10 OZ - 343783816,30431.29455878109,19019.55909923818,110189.29380719298,10.0,3.8139888276168175,BOX,COOK THOROUGHLY,6.102382124186907,2122.628728866577,1441.4262125492096,681.2025163173676,0.0,7184.574822902679,2240.0173974943164,0.0,521.0845514650389,325.67784451276736,1651.5211771969805,3.744807299151531,CALIFORNIA VEGETABLE,BURGER PATTY,PRIVATE LABEL
343783818,California,Week Ending 03-28-21,PRIVATE LABEL FROZEN CARIBBEAN STYLE PLANTAIN MEAT SUBSTITUTE BURGER PATTY 10 OZ - 343783818,22195.36925649643,13872.105785310268,78840.36726791858,10.0,3.692023364791095,BOX,COOK THOROUGHLY,5.907237383665751,2849.5062123537064,2333.4610739946365,516.0451383590698,0.0,9879.876310064792,1685.1473937237263,0.0,930.4640494494462,581.5400312237314,2718.4646708982223,3.1187587678270323,CARIBBEAN STYLE PLANTAIN,BURGER PATTY,PRIVATE LABEL
343787320,California,Week Ending 08-22-21,PRIVATE LABEL FROZEN SMOKY & SPICY MEAT SUBSTITUTE BURGER 10 OZ - 343787320,171.32666206359863,107.07916378974915,239.74899101257324,10.0,1.6666666666666667,BOX,VALUE NOT AVAILABLE,2.6666666666666665,137.11549758911133,137.11549758911133,0.0,0.0,137.11549758911133,0.0,0.0,68.63393806604836,42.896211291280224,-0.18102169274934354,0.15943397142377935,SMOKY & SPICY,BURGER,PRIVATE LABEL
352135038,California,Week Ending 01-30-22,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER 10 OZ - 352135038,1.0236409902572632,0.6397756189107895,3.224469119310379,10.0,3.15,BOX,COOK THOROUGHLY,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008756243139345057,REGULAR,BURGER,PRIVATE LABEL
352794861,California,Week Ending 09-27-20,PRIVATE LABEL FROZEN BEEF MEAT SUBSTITUTE PATTY 12 OZ - 352794861,31584.407619761303,23688.305714820977,111899.35611394286,12.0,3.4746483257948295,PLASTIC BAG,NEEDS TO BE FULLY COOKED,4.632864434393106,3468.3034526109695,3006.5976988077164,0.0,461.7057538032532,10729.6915281713,0.0,1629.283261413574,1014.6803770481251,761.0102820012713,2378.5603319473425,2.451017200905374,BEEF,PATTY,PRIVATE LABEL
356317135,California,Week Ending 03-07-21,PRIVATE LABEL FROZEN CLASSIC MEAT SUBSTITUTE MEATBALL 12.5 OZ - 356317135,42560.990324349084,33252.901740413945,154978.97059304806,12.5,3.6756117324807254,RESEALABLE PLASTIC BAG,FULLY COOKED,4.704481930731762,1219.6429403457078,528.8725451231003,690.7703952226074,0.0,4382.897288841696,2571.9259891671845,0.0,259.9828927017778,203.12463342457434,909.4633508356134,4.141541684425728,CLASSIC,MEATBALL,PRIVATE LABEL
356317136,California,Week Ending 02-28-21,PRIVATE LABEL FROZEN BREAKFAST SAUSAGE MEAT SUBSTITUTE PATTY 6 OZ - 356317136,19854.110353898708,7445.2913827120165,65232.270781725056,6.0,3.199116616775017,RESEALABLE PLASTIC BAG,FULLY COOKED,8.530977644733378,2153.561062812805,1827.4621188640594,241.36055672168732,84.73838722705841,6152.306264929772,848.0457552969456,231.89305264830588,959.4978074177149,359.8116781855965,2094.4910188808067,2.3774063336244082,BREAKFAST SAUSAGE,PATTY,PRIVATE LABEL
370985399,California,Week Ending 09-20-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE PATTY 8 OZ - 370985399,66090.92517089844,33045.46258544922,297839.79401277425,8.0,4.6784086957368345,PLASTIC WRAP TRAY,COOK THOROUGHLY,9.356817391473669,33550.68325817585,26610.36769902706,5897.872720956802,1030.4722670316696,116037.21692219854,18928.177680062057,4627.749687998295,17989.71260406446,8994.856304738192,35281.678346407505,7.096488720638945,REGULAR,PATTY,PRIVATE LABEL
370985400,California,Week Ending 09-20-20,PRIVATE LABEL REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 16 OZ - 370985400,95382.3256289959,95382.3256289959,655789.6407772994,16.0,6.9360165854164295,PLASTIC WRAP TRAY,COOK THOROUGHLY,6.9360165854164295,45571.577308535576,41729.88792395592,2252.554472565651,1589.1349120140076,253694.05881137014,10708.164667650462,10928.971651860476,21540.337578253526,21540.337587915794,68982.90290815126,8.763354554560841,REGULAR,GROUND,PRIVATE LABEL
394154744,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE BURGER 10 OZ - 394154744,28165.238578796387,17603.27411174774,81967.11403315782,10.0,2.923949148001016,BOX,VALUE NOT AVAILABLE,4.678318636801625,4282.627880215645,4282.627880215645,0.0,0.0,11578.975197390318,0.0,0.0,1607.8828828109386,1004.9267993017216,3719.4141242651012,0.3631599509910167,REGULAR,BURGER,PRIVATE LABEL
394155718,California,Week Ending 01-12-20,PRIVATE LABEL FROZEN BLACK BEAN MEAT SUBSTITUTE BURGER 10 OZ - 394155718,28015.53486931324,17509.709293320775,81449.34353375674,10.0,2.9129163010364807,BOX,VALUE NOT AVAILABLE,4.660666081658369,4730.92785692215,4730.92785692215,0.0,0.0,12817.120456733704,0.0,0.0,1924.0584518733956,1202.536532375353,4542.5521743372765,0.3981956478895941,BLACK BEAN,BURGER,PRIVATE LABEL
406770071,California,Week Ending 09-27-20,PRIVATE LABEL FROZEN REGULAR MEAT SUBSTITUTE PATTY 10 OZ - 406770071,13310.42441701889,8319.015260636806,50036.13930991531,10.0,3.7674544155521508,BOX,VALUE NOT AVAILABLE,6.027927064883442,520.2291713953018,480.25051832199097,39.97865307331085,0.0,1677.5021400797366,129.93062248826027,0.0,136.96163913399033,85.60102507384303,354.74470895093043,0.3052171164787942,REGULAR,PATTY,PRIVATE LABEL
414106131,California,Week Ending 10-11-20,PRIVATE LABEL FROZEN VEGETABLE MEAT SUBSTITUTE BURGER 10 OZ - 414106131,70025.35876989365,43765.84923118353,222562.04717140793,10.0,3.171467659297148,BOX,VALUE NOT AVAILABLE,5.074348254875436,9318.020757198334,7642.645553827286,1675.375203371048,0.0,26664.87869765043,5296.807460186481,0.0,2377.285975272261,1485.803734840068,6002.894597331612,0.6138185613870846,VEGETABLE,BURGER,PRIVATE LABEL
